;Nombre;NIF;Localidad;País;Inmovilizado_Inmaterial;Fecha_Constitucion;Last_year;ROA23;Total_Activo;Ingresos_Explotacion;Empleados;Ratio_Liquidez;Ratio_Solvencia;CNAE;Ratio_Endeudamiento;EBITDA;Resultado_Ejercicio
2040.;CICASS79 SOCIEDAD LIMITADA.;B42936229;SERRA;ESPANA;n.d.;24/02/2021;31/12/2024;11,84;37;162;5;122,17;1,22;6201;3,92;5;3
2041.;FAMILEO IBERICA S.L.;B67474262;BARCELONA;ESPANA;n.d.;20/06/2019;31/12/2024;-137,67;100;129;4;24,42;0,24;6209;448,57;-136;-151
2042.;DIGAMELON MOBILE SL.;B93702165;VILLANUEVA DE LA CONCEPCION;ESPANA;n.d.;19/07/2019;31/12/2024;23,16;18;118;2;205,55;2,06;6190;0;4;3
2043.;CODERIAM SOLUCIONES SL.;B13690169;MUROS;ESPANA;n.d.;24/04/2023;31/12/2024;24,29;17;44;1;56,4;0,56;6209;15,04;4;3
2044.;PINK POMPEI S.L.;B06799878;SITGES;ESPANA;n.d.;21/05/2021;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2045.;CULT-TIC SL.;B04931812;TARREGA;ESPANA;36;10/03/2021;31/12/2024;38,27;112;141;2;157,28;1,57;6209;29,99;46;37
2046.;INTERNATIONAL FINANCIAL SECURITY AND TRADING SERVICES - EUROPEAN DIVISION SL.;B67793604;ALICANTE/ALACANT;ESPANA;n.d.;22/11/2021;31/12/2024;40,18;32;85;4;n.s.;n.s.;6201;9,4;13;13
2047.;ALTAIR SOFT GLOBAL SL.;B01730308;ALICANTE/ALACANT;ESPANA;12;13/07/2020;31/12/2024;14,78;75;134;4;241,08;2,41;6201;57,76;14;8
2048.;AIFILE APLICACIONES INFORMATICAS SL.;B88281753;ALCOBENDAS;ESPANA;n.d.;08/01/2019;31/12/2024;-19,64;53;158;1;n.s.;n.s.;6201;72,73;-10;-9
2049.;TECNO RETAIL SL.;B02888188;SAGUNT/SAGUNTO;ESPANA;n.d.;04/12/2020;31/12/2022;n.d.;n.d.;n.d.;3;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2050.;NON SERIAL SL.;B42881045;MADRID;ESPANA;n.d.;12/02/2021;31/12/2024;5,17;56;110;1;105,72;1,06;6209;80,92;3;3
2051.;IBERBOX SECURE SERVICES SL.;B37579919;HUELVA;ESPANA;275;17/09/2019;31/12/2024;-23,66;334;41;1;427,06;4,27;6202;43,86;-44;-89
2052.;UNIQODERS TECHNOLOGIES SOCIEDAD LIMITADA.;B24738965;LEON;ESPANA;253;16/03/2020;31/12/2023;1,95;480;142;5;2.179,45;21,79;6201;17,64;11;1
2053.;SINGULAR MEDIA TIC SOCIEDAD LIMITADA.;B19707801;ALHENDIN;ESPANA;12;16/12/2019;31/12/2024;-8,38;33;86;4;101,22;1,01;6209;15,22;8;-2
2054.;AIRTRACE TECHNOLOGIES SL.;B01775170;LORCA;ESPANA;61;24/07/2020;31/12/2024;4,96;230;15;4;486,49;4,86;6202;11,81;13;11
2055.;SAFELOC SYSTEMS SL.;B72743065;DONOSTIA/SAN SEBASTIAN;ESPANA;909;10/11/2022;31/12/2024;-6,48;1.918;60;2;1.480,90;14,81;6201;0,01;-98;-102
2056.;MARKETING Y REDES GOYA UNO, SOCIEDAD LIMITADA.;B13625454;PUERTOLLANO;ESPANA;n.d.;11/03/2019;31/12/2024;-19,26;32;92;5;139,55;1,4;6312;0;-6;-5
2057.;CANARYCODERS SOCIEDAD LIMITADA.;B05278437;ARRECIFE;ESPANA;1;24/03/2021;31/12/2024;44,7;96;136;2;830,9;8,31;6201;0;47;34
2058.;AYREN TELECOMUNICACIONES ESPAÑA SOCIEDAD LIMITADA.;B16863227;VILLARROBLEDO;ESPANA;n.d.;07/09/2021;31/12/2024;9,15;36;111;2;107,14;1,07;6120;53,96;5;3
2059.;MINEO DATA SOLUTIONS SL.;B44572691;MADRID;ESPANA;n.d.;18/01/2023;31/12/2024;n.d.;n.d.;n.d.;4;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2060.;OLESYA CLOUD TECHNOLOGIES SL.;B72779358;MADRID;ESPANA;n.d.;21/11/2022;31/12/2024;38,29;37;103;1;217,9;2,18;5829;0;15;11
2061.;EASY CLOUD FACTORY, SOCIEDAD LIMITADA.;B10589331;CIUDAD REAL;ESPANA;n.d.;22/04/2022;31/12/2024;41,05;110;143;2;670,18;6,7;6201;0;50;38
2062.;GESMARKETING TELECO SL.;B02723674;VALDETORRES DE JARAMA;ESPANA;n.d.;26/10/2020;31/12/2021;n.d.;n.d.;n.d.;5;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2063.;DURANGA SMOOL SL.;B88303680;MADRID;ESPANA;n.d.;01/02/2019;31/12/2024;33,77;98;105;2;398,01;3,98;6311;1,18;35;24
2064.;FABRUSTECH SL.;B56550494;AMES;ESPANA;n.d.;30/10/2023;31/12/2024;n.d.;n.d.;n.d.;4;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2065.;WESTERLUND INTELLIGENCE AND TECHNOLOGY SL.;B02998912;MADRID;ESPANA;n.d.;04/01/2021;31/12/2024;19,06;142;124;2;556,63;5,57;6209;3,81;27;23
2066.;INSTITUTO TECNOLOGICO DE GALICIA DRONE SOLUTIONS, S.L.;B16777070;A CORUÑA;ESPANA;13;19/08/2021;31/12/2024;-90,34;80;n.d.;1;153,43;1,53;6202;51,13;-65;-72
2067.;BINARY CRAFTING SL.;B56739600;CASTELLO PLANA/CASTELLON PLANA;ESPANA;n.d.;29/11/2023;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2068.;DARA NETWORKS, S.L.;B09985474;EIVISSA;ESPANA;n.d.;31/03/2022;31/12/2024;39,66;70;134;2;175,91;1,76;6201;25,38;30;21
2069.;CDF GROUP SOLUTIONS S.L.;B72608664;CASTELLAR DEL VALLES;ESPANA;n.d.;11/10/2022;31/12/2024;33,78;21;112;1;276,95;2,77;6201;0;7;6
2070.;FRUNTERA LAB S.L.;B06844625;SANT CUGAT DEL VALLES;ESPANA;n.d.;01/06/2021;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2071.;APPOLOW SOLUTIONS SL.;B67892984;LOGROÑO;ESPANA;n.d.;14/12/2021;31/08/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2072.;ARRIATE INVESTMENTS SL.;B16701559;MADRID;ESPANA;n.d.;12/07/2021;31/12/2023;-1,35;32.444;140;1;136,12;1,36;6190;38,63;-433;-769
2073.;BOX SHIELDS S.L.;B67563767;SANT CUGAT DEL VALLES;ESPANA;n.d.;19/12/2019;31/12/2024;0,99;561;134;1;288,86;2,89;2611;70,05;6;0
2074.;THANKIURAMA SL.;B05461066;MADRID;ESPANA;n.d.;06/05/2021;31/12/2024;39,75;144;255;2;386,63;3,87;6202;0,02;57;45
2075.;GROVER TECH RENTAL CONSUMER ELECTRONICS SPAIN SL.;B02821577;BARCELONA;ESPANA;n.d.;19/11/2020;31/12/2023;0,26;1.539;140;2;101,47;1,01;6209;0;4;3
2076.;PROYECTOS NAGS HEAD SL.;B01692961;MADRID;ESPANA;n.d.;03/07/2020;31/12/2024;4,83;1.165;126;2;206,86;2,07;6202;92,26;57;35
2077.;ITRAINSEC S.L.;B67350009;BARCELONA;ESPANA;n.d.;01/01/2019;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2078.;GRIT SOLUTIONS, SOCIEDAD LIMITADA.;B05484324;CIUDAD REAL;ESPANA;n.d.;12/05/2021;31/12/2023;1,3;39;139;4;9.288,03;92,88;6201;0,99;1;0
2079.;CTCP CONSULTORES SL.;B02664886;SANTA CRUZ DE TENERIFE;ESPANA;n.d.;08/10/2020;31/12/2023;6,26;34;139;1;198,27;1,98;6202;8,3;2;2
2080.;NUBEBYTES SL.;B02688026;BURGOS;ESPANA;0;16/10/2020;31/12/2024;42,38;38;133;4;150,87;1,51;6399;0,25;16;14
2081.;DE WOLF ENTERPRISE CONSULTING S.L.;B05405139;EL MASNOU;ESPANA;n.d.;23/04/2021;31/12/2023;54;101;139;1;267,35;2,67;6202;0;55;42
2082.;INNOVAMEDIA DIGITAL SOCIEDAD LIMITADA.;B40559130;PATERNA;ESPANA;n.d.;24/01/2019;31/12/2024;-19,42;148;211;2;159,71;1,6;6209;72,81;-29;-35
2083.;NTU INNOVATECH SL.;B70839881;ZARAGOZA;ESPANA;n.d.;06/03/2024;31/12/2024;n.d.;n.d.;n.d.;3;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2084.;AMK CONSULTING SERVICES S.L.;B44624328;BARCELONA;ESPANA;n.d.;27/01/2023;31/12/2024;66,75;40;101;2;273,97;2,74;6209;0,24;27;22
2085.;HONEI APP S.L.;B72412430;BARCELONA;ESPANA;131;27/07/2022;31/12/2024;-77,07;388;42;13;648,86;6,49;6201;61,72;-285;-259
2086.;MONSTER DIGITAL AGENCY S.L.;B67353797;BARCELONA;ESPANA;n.d.;08/01/2019;31/12/2022;n.d.;n.d.;n.d.;3;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2087.;ADEALOXICA INGENIERIA SOCIEDAD LIMITADA.;B06911895;VIGO;ESPANA;n.d.;14/06/2021;31/12/2024;12,99;67;75;1;464,19;4,64;6202;0;9;7
2088.;ARTFOOD TECH SOCIEDAD LIMITADA.;B05326335;MALAGA;ESPANA;n.d.;06/04/2021;31/12/2023;8,3;252;137;2;152,54;1,53;6202;4,52;21;15
2089.;AIRCO2 CLIMATECH SOCIEDAD LIMITADA.;B67677930;PONTEVEDRA;ESPANA;142;25/10/2021;31/12/2024;-68,08;223;82;8;62.549,59;625,5;6209;7,63;-150;-152
2090.;GOODOK HUB SL.;B88443551;MADRID;ESPANA;n.d.;16/07/2019;31/12/2019;n.d.;n.d.;n.d.;4;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2091.;AI CONSORTIVM SA.;A56760267;TRES CANTOS;ESPANA;n.d.;01/12/2023;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2092.;AUTOMAGICALLY WORKS SL.;B72836505;BENALMADENA;ESPANA;n.d.;01/12/2022;31/12/2024;92,24;121;174;1;522,96;5,23;6201;0;112;95
2093.;LEVERFORCE BA SL.;B01801752;MADRID;ESPANA;n.d.;30/07/2020;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2094.;KILL PLACE CONSULTING SOCIEDAD LIMITADA.;B67965756;MADRIGUERAS;ESPANA;n.d.;30/12/2021;31/12/2024;12,78;51;119;2;149,66;1,5;6202;0,11;7;5
2095.;MESOSFERA SERVICES CLUSTER SOCIEDAD LIMITADA.;B02907129;RIUMORS;ESPANA;n.d.;10/12/2020;31/12/2024;7,57;163;138;4;93,82;0,94;6201;63,25;28;5
2096.;POYDA-SYSTEMS S.L.;B05281217;SANT FELIU DE LLOBREGAT;ESPANA;1;25/03/2021;31/12/2023;34,88;39;135;1;204,75;2,05;6203;19,29;14;10
2097.;TINFORSOUND SOCIEDAD LIMITADA.;B42863787;MOIXENT/MOGENTE;ESPANA;n.d.;09/02/2021;31/12/2024;25,5;144;187;1;200,11;2;6202;0;38;28
2098.;MAGNUM SOLUCIONES CLOUD SL.;B72885429;MALAGA;ESPANA;4;15/12/2022;31/12/2024;71,97;217;221;2;394,51;3,95;6202;15,79;161;131
2099.;LIGHTHOUSE FEED SL.;B01698364;BURGOS;ESPANA;61;03/07/2020;31/12/2024;-35,05;93;8;2;795,39;7,95;6201;128,15;-33;-24
2100.;BITEVOL SOCIEDAD LIMITADA.;B02931699;ZARAGOZA;ESPANA;n.d.;16/12/2020;31/12/2024;3,7;60;129;1;214,71;2,15;6202;0,29;2;3
2101.;AITHOS CONSULTING GROUP S.L.;B56494792;MANRESA;ESPANA;n.d.;05/10/2023;31/12/2024;-1,63;13;9;2;116,37;1,16;6202;0;0;0
2102.;ELI RED SL.;B13983531;CEUTI;ESPANA;n.d.;23/06/2023;31/12/2024;52,45;22;43;3;228,83;2,29;6190;0;11;9
2103.;BORGAL CONSULTING S.L.;B67682542;BARCELONA;ESPANA;n.d.;26/10/2021;31/12/2024;-5,31;19;117;2;107,58;1,08;6202;6,39;-1;-1
2104.;ALVEARIUM VR SOCIEDAD LIMITADA.;B09678129;MADRID;ESPANA;360;27/01/2022;31/12/2024;-2,33;432;93;1;126,49;1,26;6312;0;-10;-9
2105.;BELAJARA INNOVACION PROFESIONAL SL.;B88301841;MOSTOLES;ESPANA;n.d.;31/01/2019;31/12/2020;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2106.;KUVZ SL.;B56956493;ALACANT/ALICANTE;ESPANA;n.d.;17/01/2024;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2107.;EOELEC, S.L.;B70616255;AS SOMOZAS;ESPANA;3;11/05/2020;31/12/2024;62,03;15;24;1;255,34;2,55;2611;30,49;9;7
2108.;CLICKDEFENSE SL.;B05263728;AVILA;ESPANA;107;17/05/2019;31/12/2024;3,25;229;30;5;384,14;3,84;6311;75,83;19;1
2109.;PRODAT AL ANDALUS SL.;B09750365;MALAGA;ESPANA;n.d.;11/02/2022;31/12/2023;-3,64;26;134;3;150,27;1,5;6399;0;2;-1
2110.;ALICAZUM SL.;B42685073;MUTXAMEL;ESPANA;n.d.;16/12/2019;31/12/2024;44,53;55;130;1;295,42;2,95;6209;0;27;18
2111.;MEIKIT TECHNOLOGIES SOCIEDAD LIMITADA.;B01986587;PATERNA;ESPANA;240;25/09/2020;31/12/2024;13,53;468;680;5;35,76;0,36;6202;87,68;63;53
2112.;MADE IN VERSE SL.;B10770675;MALAGA;ESPANA;n.d.;02/06/2022;31/12/2023;-9,08;75;133;2;87,75;0,88;6202;70,17;-4;-5
2113.;INNOVETHICS S.L.;B67974519;BARCELONA;ESPANA;n.d.;05/01/2022;31/12/2024;-3,68;65;31;1;3.001,98;30,02;6202;0,9;-1;-2
2114.;INVERBIS ANALYTICS SL.;B02911808;LUGO;ESPANA;872;11/12/2020;31/12/2024;-15,18;1.858;126;23;60,34;0,6;6201;59,6;-252;-229
2115.;COMUNICACION ONLINE 360 SL.;B67771022;BOADILLA DEL MONTE;ESPANA;8;15/11/2021;31/12/2024;44,24;133;149;2;463,79;4,64;6201;0;63;45
2116.;ONEPLANET SOFTWARE SL.;B72791874;MADRID;ESPANA;n.d.;23/11/2022;31/12/2024;58,21;56;135;1;464,26;4,64;6202;0;32;25
2117.;TELECOMUNICACIONES EMPORDANESAS REUNIDAS SOCIEDAD LIMITADA.;B55361208;GIRONA;ESPANA;n.d.;15/11/2019;31/12/2024;40,81;60;182;1;199,68;2;6190;0;25;19
2118.;BWOW STUDIO SL.;B88319942;MADRID;ESPANA;n.d.;19/02/2019;31/12/2024;n.d.;n.d.;n.d.;3;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2119.;ABSTRATIO CONSULTING SL.;B02974418;LEON;ESPANA;n.d.;28/12/2020;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2120.;APPTITUDINAL PEOPLE & TECHNOLOGY SL.;B67976308;SANTIAGO DE COMPOSTELA;ESPANA;n.d.;04/01/2022;31/12/2024;17,38;35;100;2;148,65;1,49;6202;0,36;6;5
2121.;WHATER CORPORATE SOCIEDAD LIMITADA.;B90473869;LA RINCONADA;ESPANA;132;09/01/2020;31/12/2024;-15,81;265;91;1;2.528,66;25,29;6209;52,83;-32;-37
2122.;GEOSENSER SL.;B88359609;ALCALA DE HENARES;ESPANA;n.d.;04/04/2019;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2123.;SCIOMAC CONSULTING SOCIEDAD LIMITADA.;B95985065;GETXO;ESPANA;0;22/01/2020;31/12/2024;23,55;81;86;1;274,07;2,74;6202;0;20;19
2124.;GREEMKO SISTEMAS Y GESTION AMBIENTAL SL.;B88289673;MADRID;ESPANA;11;17/01/2019;31/03/2024;0,44;278;132;7;251,41;2,51;6201;4,85;2;0
2125.;VARGAS ENTERPRISE SL.;B88594981;POZUELO DE ALARCON;ESPANA;n.d.;12/02/2020;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2126.;NEONOE TALENT SL.;B25861964;LLEIDA;ESPANA;n.d.;28/02/2020;31/12/2024;17,02;76;165;1;107,32;1,07;6209;35,41;16;9
2127.;MINDSAIC SL.;B88475512;SANTIAGO DE COMPOSTELA;ESPANA;n.d.;13/09/2019;31/12/2024;-6,97;135;15;1;706,01;7,06;6201;74,28;-9;-7
2128.;BEHELIX SERVICIOS INFORMATICOS S.L.;B67897736;LA GARRIGA;ESPANA;n.d.;16/12/2021;31/12/2024;4,77;22;238;2;228,46;2,28;6209;0;1;1
2129.;CYBERMAN INFORMATICA Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA LABORAL.;B40651796;GANDIA;ESPANA;n.d.;02/03/2020;31/12/2024;4,44;54;153;1;1,96;0,02;6120;45,5;15;2
2130.;TECHAWAY TECHNOLOGIES S.L.;B09750076;LUGO;ESPANA;n.d.;11/02/2022;31/12/2023;-284,34;154;132;2;31,78;0,32;6209;37,13;-212;-439
2131.;LIBETEL COMUNICACIONES SOCIEDAD LIMITADA.;B90432667;MARCHENA;ESPANA;0;10/04/2019;31/12/2023;4,8;214;131;1;78,02;0,78;6190;71,29;22;1
2132.;LORENZO AUDIO LABS SOCIEDAD DE RESPONSABILIDAD LIMITADA.;B19703602;GRANADA;ESPANA;n.d.;21/10/2019;31/12/2024;1,36;159;132;4;103,21;1,03;2640;0;2;1
2133.;MPIGDATA INGENIEROS SL.;B88458609;MADRID;ESPANA;8;02/08/2019;31/12/2024;5,27;38;122;4;128,45;1,28;2611;29,53;2;2
2134.;SIMALARM S.L.;B67602987;BARCELONA;ESPANA;n.d.;26/02/2020;31/12/2024;-187,64;31;81;1;38,49;0,38;6209;92,54;-54;-57
2135.;ITALWAY SL.;B01957638;ADEJE;ESPANA;n.d.;22/09/2020;31/12/2023;7,04;12;131;2;108,46;1,08;6209;12,11;1;1
2136.;BOUNSEL SL.;B40556524;ALMEDIJAR;ESPANA;282;23/01/2019;31/12/2024;-7,68;305;36;4;58,79;0,59;6209;12,02;107;-30
2137.;RAGNAR TELECOMUNICACIONS S.L.;B67351429;FOLGUEROLES;ESPANA;n.d.;04/01/2019;31/12/2019;n.d.;n.d.;n.d.;1;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2138.;DIOXINET SL.;B05349899;LAS ROZAS DE MADRID;ESPANA;n.d.;12/02/2021;31/12/2024;-51,56;18;164;1;54,32;0,54;6201;0;-9;-9
2139.;BLATECH 37 TECHNOLOGY SYSTEMS S.L.;B67483529;SANTA PERPETUA DE MOGODA;ESPANA;2;29/07/2019;31/12/2024;10,27;24;147;1;184,03;1,84;6201;0,31;3;2
2140.;LAST MONKEY DESIGN STUDIO SL.;B02680072;MADRID;ESPANA;106;16/10/2020;31/12/2024;-8,5;237;129;1;345,97;3,46;6201;42,17;80;-23
2141.;MONTAJES PE-PI S.L.;B42724161;SANT BOI DE LLOBREGAT;ESPANA;n.d.;08/01/2021;31/12/2024;92;112;153;1;424,18;4,24;2611;1,32;103;78
2142.;AKTIVITAT VENTURE BUILDER SL.;B02948982;CORDOBA;ESPANA;0;19/12/2020;31/12/2024;0,7;427;130;1;97,21;0,97;6209;20,1;8;2
2143.;SUBDEVICE SOFTWARE DEVELOPMENT S.L.;B02721900;BARCELONA;ESPANA;n.d.;22/10/2020;31/12/2024;10,24;201;145;2;57,09;0,57;6209;24,15;21;12
2144.;OBELISK SERVICIOS Y COMUNICACIONES SOCIEDAD LIMITADA.;B52570520;GIJON;ESPANA;n.d.;22/04/2019;31/12/2024;37,45;41;122;4;203,66;2,04;6202;0;15;12
2145.;ASCENT IT CONSULTING SL.;B42631689;ALICANTE/ALACANT;ESPANA;n.d.;26/02/2019;31/12/2019;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2146.;VIDEO LAN ELECTRIC S.L.;B42970616;SANT CUGAT DEL VALLES;ESPANA;n.d.;03/03/2021;31/12/2023;33,02;37;130;2;153,22;1,53;6209;0;12;7
2147.;BEXR INMERSIVE SL.;B44913010;MADRID;ESPANA;n.d.;22/03/2023;31/12/2023;-262,9;48;130;2;28,04;0,28;6201;0;-125;-125
2148.;RAQTOM SOCIEDAD LIMITADA.;B02936516;LEON;ESPANA;n.d.;16/12/2020;31/12/2024;3,14;905;124;1;86,43;0,86;6202;92,58;51;4
2149.;VISTA SUERTE Y AL TORO SOCIEDAD LIMITADA.;B02615979;ALBACETE;ESPANA;n.d.;06/03/2019;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2150.;AERTECH SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA.;B06984025;ZARAGOZA;ESPANA;n.d.;02/07/2021;31/12/2024;-28,24;35;147;2;68,54;0,69;6209;1,82;-6;-8
2151.;INNOVATELIA SOLUCIONES SL.;B72638307;SAN SEBASTIAN DE LOS REYES;ESPANA;n.d.;19/10/2022;31/12/2024;-0,5;63;53;2;164,71;1,65;6311;70,29;0;0
2152.;DIGITAL STRATEGY CONSULTORS S.L.;B67353920;SANT CUGAT DEL VALLES;ESPANA;n.d.;08/01/2019;31/12/2024;-44,94;4;83;1;21,05;0,21;6201;0;-1;-2
2153.;SOMNUM TECHNOLOGIES SOCIEDAD LIMITADA.;B67908194;LA CAROLINA;ESPANA;1;13/12/2021;31/12/2023;53,66;78;129;1;219,98;2,2;6202;35,47;44;39
2154.;AVARNA SOCIETY S.L.;B01660877;BARCELONA;ESPANA;n.d.;25/06/2020;31/12/2023;-207,74;42;128;3;21,97;0,22;6202;0;-87;-67
2155.;SENSACTIVE TECHNOLOGY SOCIEDAD LIMITADA.;B42775510;MONACHIL;ESPANA;204;20/01/2021;31/12/2024;-9,62;374;32;2;485,67;4,86;6209;20,96;-34;-28
2156.;BASQUE HIGHLANDS SL.;B01729607;DONOSTIA/SAN SEBASTIAN;ESPANA;n.d.;13/07/2020;31/12/2024;6,19;233;100;2;56,86;0,57;6209;43,48;16;11
2157.;GESDATA CONSULTING PRIVACY SERVICES SOCIEDAD LIMITADA.;B40553661;SUECA;ESPANA;n.d.;10/01/2019;31/12/2023;21,41;124;128;2;503,8;5,04;6209;24,62;30;20
2158.;HYPERMEDIALAB GLOBAL SL.;B42819508;MADRID;ESPANA;219;21/01/2021;31/12/2023;0,02;311;128;1;28,97;0,29;6209;0,33;24;0
2159.;MIMELO CREATIVO SOCIEDAD LIMITADA.;B99565244;ZARAGOZA;ESPANA;n.d.;27/01/2020;31/12/2024;6,39;62;158;2;378,29;3,78;6201;56,38;12;2
2160.;TAISA IBERIA SOCIEDAD LIMITADA;B01748847;ALBACETE;ESPANA;n.d.;17/07/2020;31/12/2024;9,46;391;2.685;3;123;1,23;6202;2,56;38;28
2161.;BIMBIO DIGITAL ADVISORY & BUSINESS HUB, S.L.;B42958835;A CORUÑA;ESPANA;n.d.;01/03/2021;31/12/2024;17,01;113;134;2;437,11;4,37;6209;0,82;20;15
2162.;DOEZOS CONSULTORIA IT SL.;B02985398;BOIRO;ESPANA;n.d.;01/01/2021;31/12/2024;7,67;38;112;1;96,09;0,96;6202;46,4;5;1
2163.;ANARCHY CAT S.L.;B42760058;BARCELONA;ESPANA;n.d.;18/01/2021;31/12/2024;-9,24;28;107;1;27,27;0,27;6209;0,78;-2;-3
2164.;AZUTECNIC COMUNICACIONES SOCIEDAD LIMITADA.;B19330182;AZUQUECA DE HENARES;ESPANA;n.d.;20/09/2019;31/12/2023;4,67;28;127;2;172,28;1,72;6190;56,32;8;0
2165.;CENTRAL DATA CONSULTING RAMOS & CARBO S.L.;B67533919;CORNELLA DE LLOBREGAT;ESPANA;n.d.;17/02/2020;31/12/2024;-13,56;25;84;2;167,75;1,68;6202;27,99;-3;-3
2166.;INVERSIONES 10GALONES SOCIEDAD LIMITADA.;B02935641;LEON;ESPANA;n.d.;16/12/2020;31/12/2024;3,17;906;122;1;87,21;0,87;6202;92,55;51;4
2167.;DISCEPOLO SL.;B42800805;XIXONA/JIJONA;ESPANA;n.d.;27/01/2021;31/12/2024;24,9;62;65;4;834,81;8,35;6202;0;16;12
2168.;SETRON SISTEMAS INFORMATICOS SL.;B45902152;CARRANQUE;ESPANA;n.d.;01/01/2019;31/12/2024;12,68;49;140;1;214,73;2,15;6202;8,33;7;5
2169.;NBLAB EXPERIENCES SOCIEDAD LIMITADA.;B05422647;ZARAGOZA;ESPANA;n.d.;28/04/2021;31/12/2024;15,59;26;70;3;282,79;2,83;6209;0;4;3
2170.;SEOTEK MARKETING DIGITAL SOCIEDAD LIMITADA.;B04991063;BILBAO;ESPANA;n.d.;18/03/2021;31/12/2024;20,76;38;102;1;203,49;2,03;6209;0;9;6
2171.;DANSER MEDIA SL.;B56907934;MADRID;ESPANA;n.d.;08/01/2024;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2172.;TINTA PAPER I LLETRES S.L.;B02820645;MOLINS DE REI;ESPANA;n.d.;19/11/2020;31/12/2024;14,72;10;89;2;25,65;0,26;6399;0;1;1
2173.;DOCEXPLOIT SOCIEDAD LIMITADA.;B67868513;LOGROÑO;ESPANA;n.d.;09/12/2021;31/12/2022;n.d.;n.d.;n.d.;5;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2174.;AIFOS DIGITAL S.L.;B42802884;BARCELONA;ESPANA;n.d.;27/01/2021;31/12/2023;17,17;65;126;1;206,21;2,06;6209;3,11;11;8
2175.;REFIS VISION SL.;B72459027;ALACANT/ALICANTE;ESPANA;n.d.;01/09/2022;31/12/2024;16,82;30;124;2;77,75;0,78;6202;0;5;5
2176.;DIGITAL MAKER S.L.;B67527317;CABRILS;ESPANA;n.d.;30/10/2019;31/12/2024;14,97;161;108;2;265,16;2,65;6201;0;25;19
2177.;CAFES LA CATEDRAL SL.;B01957372;MOLINA DE SEGURA;ESPANA;n.d.;22/09/2020;31/12/2023;-68,85;119;126;2;148,98;1,49;6201;130,53;-82;-63
2178.;GVGKODE SERVICES S.L.;B01946284;RODA DE TER;ESPANA;n.d.;17/09/2020;31/12/2022;n.d.;n.d.;n.d.;4;n.d.;n.d.;6312;n.d.;n.d.;n.d.
2179.;ISIAN SISTEMAS S.L.;B67593269;BARCELONA;ESPANA;n.d.;12/02/2020;31/12/2024;38,75;19;69;2;218,51;2,19;6201;45,76;7;7
2180.;ICONIC SOLUTIONS BY MURCIA SL.;B05569439;MURCIA;ESPANA;1.443;21/05/2020;31/12/2024;-16,29;2.936;16;16;232,75;2,33;2660;18,49;-395;-495
2181.;SISTEMES I TELECOMUNICACIONS URGELL 21 SL.;B04941779;TARREGA;ESPANA;n.d.;09/03/2021;31/12/2024;-430,51;43;106;1;2,36;0,02;6190;547,56;-185;-158
2182.;ESTUDIO KINTEK SOCIEDAD LIMITADA.;B06934343;CANGAS;ESPANA;10;21/06/2021;31/12/2024;-6,95;56;86;10;70,6;0,71;6201;35,78;-2;-4
